run,seed,use_dc,use_dy,evalA_before_loss,evalB_onA_loss,evalB_onB_loss,evalA_before_acc,evalB_onA_acc
hybrid_multi_s42,42,True,True,3.7938929786682127,3.7938929786682127,3.5651809959411622,0.3222009104604164,0.3222009104604164
hybrid_multi_s43,43,True,True,3.801710599899292,3.801710599899292,3.564625217437744,0.32153411756958106,0.32153411756958106
hybrid_multi_s44,44,True,True,3.798270902633667,3.798270902633667,3.5631228923797607,0.3205133482058332,0.3205133482058332
